Name,ClassName,Type,Description,Solution,Image Link,Plant Name
"Bệnh đốm nâu lá Vải (Fungal Spot)",Lychee_Fungal_Leaf_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Nhóm bệnh đốm lá do nấm gây hại phổ biến trên vải thiều, làm giảm khả năng quang hợp và cây còi cọc.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> Thường do <em>Pestalotiopsis</em> spp. hoặc <em>Cercospora</em> spp.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Các đốm hình tròn hoặc bất định, màu nâu xám hoặc nâu đỏ.</li><li><strong>Tiến triển:</strong> Vết bệnh lan rộng từ chóp lá hoặc mép lá vào trong. Trên vết bệnh già có thể thấy các chấm đen nhỏ (ổ bào tử).</li><li><strong>Tác hại:</strong> Làm lá khô, giòn và rụng sớm, ảnh hưởng đến đợt lộc thu (đợt lộc quyết định năng suất năm sau).</li></ul></div>","1. Biện pháp canh tác:<br>- Tỉa cành tạo tán sau thu hoạch để vườn thông thoáng.<br>- Bón phân cân đối, tăng cường Kali.<br><br>2. Biện pháp hóa học:<br>- Phun rửa vườn sau thu hoạch và bảo vệ các đợt lộc non.<br>- Hoạt chất: <strong>Carbendazim</strong>, <strong>Mancozeb</strong>, <strong>Difenoconazole</strong> hoặc <strong>Propiconazole</strong>.<br>- Phun ướt đều 2 mặt lá.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764690780/Fungal_Leaf_Spot00008_zoomed_855_cbkef7.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690772/Fungal_Leaf_Spot00013_rotated_936_jeco5e.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690763/Fungal_Leaf_Spot00024_zoomed_830_igozeq.jpg",Vải
"Lá Vải khỏe mạnh",Lychee_Healthy_Leaf,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây vải khỏe mạnh có bộ lá xanh dày, là tiền đề cho khả năng ra hoa và nuôi quả.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá non (Lộc):</strong> Màu đỏ đồng hoặc nâu đỏ, mềm mại. Không bị sâu cuốn tổ hay rệp chích hút.</li><li><strong>Lá bánh tẻ/Lá già:</strong> Màu xanh đậm, phiến lá dày, cứng, bóng láng (nhờ lớp cutin dày). Mép lá nguyên vẹn, không bị cháy khô.</li><li><strong>Sức sống:</strong> Cành lộc vươn dài, không có vết xì mủ hay u sưng.</li></ul></div>","Duy trì canh tác:<br>1. Bảo vệ lộc: Phun thuốc trừ sâu định kỳ mỗi đợt lộc non để chống sâu đục gân lá và bọ xít.<br>2. Dinh dưỡng: Bón thúc lộc bằng phân NPK hàm lượng Đạm cao. Khi nuôi quả cần tăng Kali.<br>3. Tưới nước: Giữ ẩm thường xuyên, xiết nước (khoanh vỏ) để kích thích phân hóa mầm hoa.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764690940/Healthy_Leaf00254_rotated_596_hepnhs.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690931/Healthy_Leaf00273_rotated_719_my4nlv.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764690921/Healthy_Leaf00170_flipped_8_odbnln.jpg",Vải
"Bệnh mốc sương Khoai tây (Late Blight)",Potato_Late_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh mốc sương (Late Blight) là ""kẻ hủy diệt"" số 1 của khoai tây. Bệnh có thể làm thối toàn bộ ruộng chỉ trong vài ngày nếu trời mưa phùn ẩm ướt.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Phytophthora infestans</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Vết bệnh là các đốm úng nước màu xanh tái ở mép lá, sau chuyển nâu đen, lan rộng cực nhanh. Mặt dưới lá có lớp mốc trắng bao quanh vết bệnh.</li><li><strong>Trên thân:</strong> Vết thối đen chạy dọc thân làm cây gục ngã.</li><li><strong>Trên củ:</strong> Củ bị thối khô màu nâu, vỏ củ lốm đốm, cắt ra thấy thịt củ bị biến màu nâu đỏ ăn sâu vào trong.</li></ul></div>","1. Phòng ngừa (Bắt buộc):<br>- Sử dụng củ giống sạch bệnh.<br>- Vun luống cao để thoát nước, hạn chế bào tử nấm xâm nhập vào củ.<br><br>2. Biện pháp hóa học (Quyết liệt):<br>- Phun phòng ngay khi thời tiết báo có mưa phùn, sương mù.<br>- Hoạt chất nội hấp: <strong>Metalaxyl</strong>, <strong>Cymoxanil</strong>, <strong>Dimethomorph</strong>.<br>- Hoạt chất tiếp xúc: <strong>Mancozeb</strong>, <strong>Chlorothalonil</strong>.<br>- Sản phẩm: Ridomil Gold, Infinito.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691042/0acdc2b2-0dde-4073-8542-6fca275ab974___RS_LB_4857_ucycnh.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691033/00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB_4479_pecn0d.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691024/0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB_4480_g0iqfx.jpg",Khoai tây
"Bệnh đốm vòng Khoai tây (Early Blight)",Potato_Early_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm vòng (Early Blight) thường xuất hiện sớm hơn mốc sương, gây hại chủ yếu trên lá già, làm cây tàn lụi sớm, giảm kích thước củ.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Alternaria solani</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Các đốm màu nâu đen, hình tròn hoặc góc cạnh.</li><li><strong>Đặc điểm:</strong> Vết bệnh có các vòng tròn đồng tâm (kiểu vân gỗ) rất rõ.</li><li><strong>Vị trí:</strong> Xuất hiện trước ở các lá dưới gốc, sau lan dần lên trên. Lá bệnh vàng và rụng nhưng không bị nhũn nát như mốc sương.</li></ul></div>","1. Biện pháp canh tác:<br>- Bón đủ phân, đặc biệt là Kali và Đạm để duy trì sức sống của bộ lá (cây yếu dễ nhiễm bệnh này).<br>- Tưới nước vào rãnh, tránh tưới phun mưa mạnh lên lá.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh chớm xuất hiện.<br>- Hoạt chất: <strong>Difenoconazole</strong>, <strong>Azoxystrobin</strong>, <strong>Propineb</strong> (Antracol) hoặc <strong>Chlorothalonil</strong>.<br>- Phun định kỳ 7-10 ngày/lần.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691150/0c5b14d9-8b1c-4c39-bb23-1835b5760caa___RS_Early.B_7937_xi7lae.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691159/0a79700b-f834-41f5-ae51-6ceda6f67a48___RS_Early.B_8951_stbxyi.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691169/0a6983a5-895e-4e68-9edb-88adf79211e9___RS_Early.B_9072_qkdavy.jpg",Khoai tây
"Hiện tượng khô cháy lá Vải (Dry Leaf)",Lychee_Dry_Leaf,Sinh lý/Bệnh lý,"<div><h2>Tổng quan hiện tượng</h2><p>Hiện tượng khô lá (Leaf Scorch) có thể do nấm hoặc do sốc môi trường, làm giảm diện tích quang hợp nghiêm trọng.</p><h3>Nguyên nhân & Triệu chứng</h3><ol><li><strong>Do nấm (Cháy lá):</strong> Thường do nấm <em>Gloeosporium</em> spp. Vết cháy bắt đầu từ chóp lá hoặc mép lá lan vào, màu nâu đỏ, có ranh giới rõ rệt.</li><li><strong>Do sinh lý (Sốc nhiệt/Phân bón):</strong> Lá bị cháy khô nhanh chóng sau các đợt nắng nóng gay gắt hoặc bón phân quá liều (cháy phân). Vết cháy thường khô giòn, màu nâu nhạt.</li></ol></div>","1. Xử lý nguyên nhân:<br>- Nếu do nấm: Phun các thuốc gốc Đồng (<strong>Copper Hydroxide</strong>) hoặc <strong>Mancozeb</strong>.<br>- Nếu do sốc nhiệt/nước: Tăng cường tưới nước giữ ẩm, phun phân bón lá chứa Amino acid hoặc rong biển để giải độc và hồi phục cây.<br><br>2. Phòng ngừa:<br>- Che phủ gốc giữ ẩm trong mùa khô.<br>- Bón phân cân đối, chia làm nhiều lần bón.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691331/Dry_Leaf00019_rotated_875_r5horq.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691308/Dry_Leaf00022_flipped_952_z2aqxy.jpg",Vải
"Triệu chứng thiếu dinh dưỡng lá Vải",Lychee_Deficiency_Leaf,Dinh dưỡng,"<div><h2>Tổng quan</h2><p>Cây vải rất mẫn cảm với sự thiếu hụt dinh dưỡng, biểu hiện rõ rệt trên lá làm cây còi cọc, rụng trái sinh lý nhiều.</p><h3>Các dạng thiếu hụt phổ biến</h3><ul><li><strong>Thiếu Kali (K):</strong> Mép lá bị cháy khô (như bị bỏng), lá già vàng trước. Quả nhỏ, chua, dễ nứt.</li><li><strong>Thiếu Kẽm (Zn):</strong> Lá non nhỏ lại, mọc chụm, gân lá xanh nhưng thịt lá vàng (vàng lá gân xanh).</li><li><strong>Thiếu Boron (B):</strong> Đỉnh sinh trưởng bị chết, quả bị điếc (không hạt) hoặc dị dạng, vỏ dày.</li></ul></div>","1. Biện pháp khắc phục:<br>- Dựa vào triệu chứng để bổ sung đúng loại phân.<br>- Thiếu Kali: Bón KCL hoặc K2SO4 gốc.<br>- Thiếu vi lượng (Zn, B): Phun phân bón lá chứa vi lượng (Combi) định kỳ vào các đợt ra lộc non và trước khi ra hoa.<br><br>2. Canh tác:<br>- Bón phân hữu cơ hoai mục hàng năm để cải thiện độ phì nhiêu và khả năng giữ phân của đất.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691437/Deficiency_Leaf00012_flipped_66_c7oez9.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691446/Deficiency_Leaf00010_zoomed_875_u4lvd4.jpg",Vải
"Bệnh cháy lá chết ngọn Vải (Blight)",Lychee_Leaf_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh cháy lá chết ngọn (Leaf Blight) thường tấn công các cành non và chùm hoa, làm khô cành (dieback).</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Gloeosporium</em> spp. hoặc <em>Phomopsis</em> spp.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Vết bệnh màu nâu sẫm, lan rộng nhanh chóng làm toàn bộ phiến lá khô và rủ xuống nhưng vẫn dính trên cành.</li><li><strong>Trên cành:</strong> Vỏ cành non bị khô tóp lại, màu nâu đen. Bệnh lan dần từ ngọn xuống gốc cành.</li></ul></div>","1. Biện pháp canh tác:<br>- Cắt bỏ cành bệnh (cắt sâu xuống phần gỗ khỏe 10-20cm) và đem tiêu hủy.<br>- Bôi vôi hoặc keo liền da vào vết cắt.<br><br>2. Biện pháp hóa học:<br>- Phun thuốc ngay sau khi cắt tỉa và khi ra lộc non.<br>- Hoạt chất: <strong>Thiophanate-methyl</strong>, <strong>Carbendazim</strong>, <strong>Azoxystrobin</strong>.<br>- Sản phẩm: Topsin M, Bavistin, Amistar.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691561/Leaf_Blight00008_bright_913_fawvas.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691541/Leaf_Blight00002_flipped_908_ifypyc.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691529/Leaf_Blight00019_shifted_985_toxf6s.jpg",Vải
"Bệnh thán thư lá Vải (Anthracnose)",Lychee_Anthrax_Leaf,Bệnh nấm,"<div><h2>Đính chính tên bệnh</h2><p><em>Lưu ý: Class name ""Anthrax"" là tên bệnh Than (trên người/động vật). Trên thực vật, bệnh này là <strong>Thán thư (Anthracnose)</strong>.</em></p><h2>Tổng quan bệnh hại</h2><p>Bệnh thán thư gây hại nghiêm trọng trên lá, chùm hoa và quả vải, làm thối quả hàng loạt sau thu hoạch.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Colletotrichum gloeosporioides</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Trên lá:</strong> Các đốm nâu xám, hơi lõm, viền nâu đậm. Vết bệnh khô và rách thủng.</li><li><strong>Trên quả:</strong> Các đốm đen nhỏ, sau lan rộng làm vỏ quả bị thâm đen, thối nhũn (thối khô hoặc thối ướt), trên bề mặt có lớp bào tử màu hồng nhạt.</li></ul></div>","1. Biện pháp canh tác:<br>- Tỉa tán thông thoáng để ánh nắng xuyên vào.<br>- Thu dọn quả rụng và lá bệnh.<br><br>2. Biện pháp hóa học:<br>- Phun phòng vào giai đoạn ra hoa, đậu quả non và trước thu hoạch.<br>- Hoạt chất: <strong>Azoxystrobin</strong>, <strong>Difenoconazole</strong>, <strong>Propineb</strong>, <strong>Chlorothalonil</strong>.<br>- Xử lý quả sau thu hoạch bằng nước ấm hoặc dung dịch diệt nấm an toàn.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691646/Anthrax_Leaf00001_flipped_0_pm6fiv.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691637/Anthrax_Leaf00003_rotated_13_uthruf.jpg",Vải
"Bệnh đốm đen/Muội than Vải",Lychee_Bituminous_Leaf,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh ""Bituminous"" (như nhựa đường) ám chỉ bệnh Muội đen hoặc Đốm đen (Black Spot/Sooty Mold), tạo thành lớp mảng đen bám chặt trên lá.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Meliola</em> spp. (Nấm bồ hóng) hoặc các nấm hoại sinh khác phát triển trên dịch mật của côn trùng.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Hình thái:</strong> Mặt lá xuất hiện các mảng màu đen kịt, dính chặt như bôi nhựa đường hoặc muội than.</li><li><strong>Cơ chế:</strong> Nấm không ký sinh vào lá mà chỉ bám trên bề mặt, nhưng cản trở quang hợp nghiêm trọng, làm cây còi cọc, quả xấu mã.</li><li><strong>Liên quan:</strong> Thường đi kèm với sự xuất hiện của Rệp sáp, Rệp muội.</li></ul></div>","1. Kiểm soát côn trùng (Quan trọng nhất):<br>- Phun thuốc trừ Rệp sáp, Rệp muội: <strong>Imidacloprid</strong>, <strong>Thiamethoxam</strong>, <strong>Spirotetramat</strong>.<br><br>2. Rửa lá:<br>- Phun dầu khoáng (Petroleum Spray Oil) hoặc nước rửa chén loãng để làm bong lớp muội đen.<br>- Phun thuốc gốc Đồng (<strong>Copper Oxychloride</strong>) để tẩy nấm và rửa vườn.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691747/Bituminous_Leaf00003_rotated_13_j3rgmd.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691734/Bituminous_Leaf00005_bright_27_rsy1cm.jpg",Vải
"Bệnh xoăn lá Vải (Nhện lông nhung)",Lychee_Curl_Leaf,Côn trùng gây hại,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh xoăn lá hay còn gọi là bệnh Nhện lông nhung (Erinose Mite), là bệnh phổ biến nhất trên vải thiều.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> Nhện <em>Aceria litchii</em> (hoặc <em>Eriophyes litchii</em>).</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Mặt dưới lá:</strong> Xuất hiện lớp lông nhung dày đặc màu trắng bạc (lúc mới bị), sau chuyển sang màu nâu đỏ như nhung. Lớp lông này thực chất là các mô sẹo do nhện chích hút tạo thành.</li><li><strong>Mặt trên lá:</strong> Nổi phồng rộp, lồi lõm (như mụn cóc).</li><li><strong>Hình dáng lá:</strong> Lá bị xoăn tít, vặn vẹo, nhỏ lại và cứng đơ.</li></ul></div>","1. Biện pháp canh tác:<br>- Ngắt bỏ các cành lộc bị bệnh đem đốt ngay lập tức.<br>- Cắt tỉa sau thu hoạch để loại bỏ nơi trú ẩn của nhện.<br><br>2. Biện pháp hóa học:<br>- Nhện này nằm trong lớp lông nhung nên thuốc tiếp xúc khó trị.<br>- Phun thuốc ngay khi lộc non vừa nhú (chưa kịp cuốn lá).<br>- Hoạt chất: <strong>Sulphur</strong> (Lưu huỳnh), <strong>Abamectin</strong>, <strong>Diafenthiuron</strong> hoặc dầu khoáng.<br>- Phun ướt đẫm 2 mặt lá.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691830/Curl_Leaf00002_bright_105_fsuaou.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691820/Curl_Leaf00005_rotated_703_kkxqjp.jpg",Vải
"Bệnh u sưng lá Vải (Leaf Gall)",Lychee_Leaf_Gall,Côn trùng gây hại,"<div><h2>Tổng quan bệnh hại</h2><p>Đây là một dạng biểu hiện khác hoặc giai đoạn nặng hơn của bệnh Nhện lông nhung, tạo ra các u sưng lớn trên lá.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> Nhện <em>Aceria litchii</em> (tác nhân chính gây u sưng).</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Các nốt u sần sùi (Gall) nổi lên trên mặt lá, kích thước lớn hơn nốt sần thông thường.</li><li><strong>Cấu trúc:</strong> Bên trong nốt u chứa đầy nhện non và trứng. Lá bị biến dạng hoàn toàn, mép lá cuộn lại thành ống.</li><li><strong>Hậu quả:</strong> Nếu bị trên chùm hoa, hoa sẽ biến thành các chùm ""tổ rồng"" (Witches' broom), không thể đậu quả.</li></ul></div>","1. Xử lý triệt để:<br>- Cắt bỏ toàn bộ cành mang lá/hoa bị u sưng ""tổ rồng"" và đem đốt. Đây là ổ dịch chính.<br><br>2. Biện pháp hóa học:<br>- Tương tự bệnh Xoăn lá, cần phun kép 2 lần cách nhau 5-7 ngày vào đợt ra lộc.<br>- Hoạt chất thấm sâu: <strong>Spirotetramat</strong>, <strong>Fenpyroximate</strong>, <strong>Propargite</strong>.<br>- Pha thêm chất bám dính để tăng hiệu quả.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764691919/Leaf_Gall00004_flipped_434_amxapm.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764691898/Leaf_Gall00005_rotated_824_1_ywyrho.jpg",Vải
"Bệnh khảm lá Sắn (Mosaic Virus)",Cassava_Mosaic,Bệnh virus,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh khảm lá (Cassava Mosaic Disease - CMD) là đại dịch nguy hiểm nhất trên sắn hiện nay, làm giảm năng suất củ từ 30-100%.</p><h3>Tác nhân & Lây truyền</h3><ul><li><strong>Virus:</strong> <em>Sri Lankan Cassava Mosaic Virus</em> (SLCMV) - phổ biến tại VN.</li><li><strong>Vector:</strong> Bọ phấn trắng (<em>Bemisia tabaci</em>) và qua hom giống nhiễm bệnh.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Lá loang lổ các mảng màu xanh đậm - xanh nhạt - vàng (khảm). Phiến lá nhăn nheo, biến dạng, cong queo.</li><li><strong>Trên cây:</strong> Cây còi cọc, lùn, không phát triển được tán lá, củ nhỏ hoặc không có củ.</li></ul></div>","1. Biện pháp giống (Quan trọng số 1):<br>- Tuyệt đối không sử dụng hom giống từ vùng dịch.<br>- Sử dụng giống kháng (như HN1, HN3, KM94 kháng nhẹ) thay vì giống nhiễm nặng (HLS11).<br><br>2. Biện pháp canh tác:<br>- Nhổ bỏ và tiêu hủy ngay cây sắn bị bệnh trên ruộng.<br><br>3. Trừ môi giới:<br>- Phun trừ bọ phấn bằng <strong>Imidacloprid</strong>, <strong>Thiamethoxam</strong>, <strong>Pymetrozine</strong>.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764692030/519cassava_train_mosaic_om2ppn.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764692020/609cassava_train_mosaic_v1tmkz.jpg",Sắn
"Cây sắn khỏe mạnh",Cassava_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây sắn khỏe mạnh có bộ lá xanh tốt, thân mập, đảm bảo năng suất củ và độ bột cao.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Lá xẻ thùy chân vịt (5-7 thùy), màu xanh đậm đều màu. Phiến lá phẳng, không bị nhăn nheo hay loang lổ (khảm).</li><li><strong>Ngọn:</strong> Ngọn cây mập, vươn thẳng, màu tím hoặc xanh (tùy giống), không bị rụt ngọn hay thối đen.</li><li><strong>Thân:</strong> Vỏ thân láng, không có vết loét chảy mủ hay các lỗ đục của mọt.</li></ul></div>","Duy trì canh tác:<br>1. Dinh dưỡng: Sắn hút rất nhiều dinh dưỡng (đặc biệt là Kali). Cần bón trả lại đất lượng phân NPK tương ứng sau mỗi vụ.<br>2. Làm cỏ: Làm cỏ sạch sẽ giai đoạn cây con để tránh cạnh tranh dinh dưỡng.<br>3. Bảo vệ: Thường xuyên kiểm tra bọ phấn trắng và nhện đỏ.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764692122/23cassava_train_healthy_eutofz.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764692111/211cassava_train_healthy_fqi2zq.jpg",Sắn
"Lá Mía khỏe mạnh",Sugarcane_Healthy_Leaves,Cây khỏe,"<div><h2>Mô tả trạng thái lá</h2><p>Bộ lá mía khỏe mạnh quyết định trực tiếp đến năng suất sinh khối và chữ đường (CCS).</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Dài, rộng bản, màu xanh mướt (xanh đậm hoặc xanh vàng tùy giống).</li><li><strong>Tư thế:</strong> Lá vươn thẳng, ngọn lá cong nhẹ hình cung.</li><li><strong>Bề mặt:</strong> Láng mịn, không có các đốm đỏ (rỉ sắt), không có phấn trắng (rệp sáp) hay các vết sọc vàng (virus). Bẹ lá ôm sát thân.</li></ul></div>","Duy trì canh tác:<br>1. Bóc lá: Bóc lá già (đánh lá) định kỳ để ruộng thông thoáng, hạn chế sâu bệnh và chuột.<br>2. Dinh dưỡng: Bón đủ Đạm để vươn lóng, đủ Kali để tích đường và cứng cây.<br>3. Tưới nước: Không để ruộng bị hạn vào giai đoạn vươn lóng.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764692212/healthy_9_zyit0z.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764692201/healthy_4_isgsyb.jpg",Mía
"Bệnh sương mai Nho (Downy Mildew)",Grape_Downy_Mildew,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh sương mai (Downy Mildew) cực kỳ nguy hiểm trong mùa mưa ẩm, làm rụng lá hàng loạt và thối chùm quả non.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Plasmopara viticola</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Mặt trên lá:</strong> Xuất hiện các vết dầu loang (vết trong như giọt dầu) màu vàng nhạt.</li><li><strong>Mặt dưới lá:</strong> Ngay bên dưới vết dầu là lớp tơ nấm màu trắng như sương muối (đây là điểm khác biệt với bệnh Phấn trắng - phấn trắng mọc cả 2 mặt).</li><li><strong>Trên quả:</strong> Quả non bị bao phủ lớp mốc trắng, sau đó teo lại và khô nâu (da cóc).</li></ul></div>","1. Biện pháp canh tác:<br>- Tỉa cành, tạo tán thật thoáng để gió lưu thông.<br>- Làm mái che mưa (nếu có điều kiện) là biện pháp hiệu quả nhất.<br><br>2. Biện pháp hóa học:<br>- Phun phòng trước các đợt mưa.<br>- Hoạt chất đặc trị: <strong>Metalaxyl</strong>, <strong>Cymoxanil</strong>, <strong>Fosetyl-Aluminium</strong> (Aliette), <strong>Dimethomorph</strong>.<br>- Có thể dùng Bordeaux (Phèn xanh + Vôi) để phòng ngừa.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764692297/Downy_Mildew_4_glgsv8.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764692286/Downy_Mildew_5_nfs1ip.jpg",Nho
"Rệp sáp hại Đu đủ",Papaya_Mealybug,Côn trùng gây hại,"<div><h2>Tổng quan côn trùng</h2><p>Rệp sáp (Papaya Mealybug) là đối tượng gây hại số 1 trên đu đủ, làm cây còi cọc, quả đen xấu xí, mất giá trị.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Paracoccus marginatus</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Dấu hiệu:</strong> Các mảng sáp bông màu trắng dính chặt trên thân, kẽ lá, cuống quả và bề mặt quả.</li><li><strong>Cơ chế:</strong> Rệp chích hút nhựa cây và tiết ra mật ngọt, dụ kiến đến và tạo điều kiện cho nấm bồ hóng phát triển đen kịt cây.</li><li><strong>Tác hại:</strong> Lá vàng rụng, quả bị chai sần, méo mó.</li></ul></div>","1. Biện pháp sinh học (Ưu tiên):<br>- Bảo vệ thiên địch (Ong ký sinh <em>Acerophagus papayae</em>, Bọ rùa).<br>- Phun nấm ký sinh <em>Metarhizium</em> hoặc <em>Beauveria</em>.<br><br>2. Biện pháp hóa học:<br>- Rệp có lớp sáp bảo vệ nên rất khó trị. Cần pha thuốc với nước rửa chén hoặc chất bám dính.<br>- Hoạt chất: <strong>Spirotetramat</strong> (Movento) - lưu dẫn 2 chiều cực tốt, <strong>Imidacloprid</strong>, <strong>Thiamethoxam</strong>, <strong>Acetamiprid</strong>.<br>- Phun kỹ vào các kẽ lá và chùm quả.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764692403/image_2_aug_1_p9ubnf.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764692392/image_23_aug_3_cr86yh.jpg",Đu đủ
"Bệnh lông nhung Vải (Erinose)",Lychee_Felt_Leaf,Côn trùng gây hại,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh lông nhung (Lychee Erinose) là triệu chứng điển hình nhất do nhện lông nhung gây ra. Khác với triệu chứng ""xoăn lá"" (lá bị biến dạng), triệu chứng ""lông nhung"" tập trung vào sự biến đổi bề mặt lá.</p><h3>Tác nhân gây hại</h3><ul><li><strong>Tên khoa học:</strong> <em>Aceria litchii</em> (Nhện lông nhung hại vải).</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Mặt dưới lá:</strong> Xuất hiện các mảng lông mịn dày đặc. Ban đầu lớp lông có màu trắng bạc (giống mốc sương), sau đó chuyển sang màu vàng nhạt và cuối cùng là màu nâu đỏ (như gỉ sắt hoặc nhung nâu).</li><li><strong>Bản chất:</strong> Lớp ""lông"" này thực chất là các lông tơ của lá phát triển bất thường để bao bọc lấy con nhện bên trong.</li><li><strong>Tác hại:</strong> Lá bị mất diệp lục, quang hợp kém, nếu bị trên chùm hoa thì không đậu quả.</li></ul></div>","1. Biện pháp canh tác:<br>- Thu gom và đốt các lá rụng hoặc cành lộc bị bệnh (quan trọng để diệt nhện trú đông).<br>- Tỉa cành thông thoáng.<br><br>2. Biện pháp hóa học:<br>- Phun thuốc khi lộc non vừa nhú (khi nhện bắt đầu di chuyển từ chồi ra lá).<br>- Hoạt chất: <strong>Sulphur</strong> (Lưu huỳnh bột thấm nước) - rất hiệu quả với nhện lông nhung.<br>- Các thuốc trừ nhện khác: <strong>Abamectin</strong>, <strong>Fenpyroximate</strong>, <strong>Ortus</strong>.<br>- Phun ướt đều mặt dưới lá.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764692486/Felt_Leaf00004_flipped_659_o24mbq.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764692475/Felt_Leaf00007_sheared_192_fvpeai.jpg",Vải
